Soil_Type,Soil_pH,Soil_Moisture,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Crop_Type,Recommended_Fertilizer
Clay,8.23,30.78,128,77,79,28.23,67.31,Maize,Zinc Sulphate
Clay,5.38,13.6,107,66,102,26.5,43.61,Wheat,Compost
Silt,7.85,31.14,156,50,69,18.73,70.07,Rice,Zinc Sulphate
Clay,7.26,49.53,100,73,34,23.39,37.9,Maize,MOP
Clay,7.98,50.24,78,13,96,32.19,87.89,Wheat,DAP
Clay,7.69,54.62,57,10,20,28.81,45.16,Tomato,Urea
Loamy,5.89,12.57,61,84,102,24.45,79.6,Maize,Zinc Sulphate
Clay,7.6,36.36,69,16,94,18.17,85.21,Rice,DAP
Loamy,5.55,15.37,33,17,72,30.04,40.31,Sugarcane,Urea
Loamy,5.81,20.04,145,88,35,28.83,30.58,Tomato,MOP
Clay,4.93,55.01,119,67,50,23.75,82.46,Wheat,Compost
Clay,8.24,34.84,52,19,62,17.16,75.84,Wheat,Urea
Loamy,5.66,47.93,86,75,110,15.25,39.26,Sugarcane,NPK
Loamy,6.58,13.22,103,88,84,20.18,79.82,Tomato,SSP
Clay,6.07,30.84,86,31,111,37.26,78.63,Potato,DAP
Clay,8.34,43.71,89,61,33,32.62,57.68,Potato,MOP
Silt,5.84,16.67,132,58,90,36.73,86.81,Cotton,Urea
Loamy,7.61,26.29,104,76,82,35.28,64.93,Wheat,Compost
Loamy,7.92,13.23,134,13,81,23.77,56.57,Potato,DAP
Silt,6.24,42.57,63,66,103,25.91,30.79,Cotton,NPK
Loamy,6.01,58.54,148,78,16,15.09,87.17,Wheat,MOP
Sandy,7.49,51.35,116,85,110,31.63,37.7,Tomato,Compost
Loamy,8.15,58.73,69,62,96,22.66,47.77,Tomato,Zinc Sulphate
Silt,7.52,52.28,139,64,82,14.84,73.77,Tomato,MOP
Sandy,5.41,52.76,135,33,92,12.86,30.32,Potato,DAP
Clay,8.05,38.86,81,21,117,30.88,62.56,Maize,DAP
Silt,6.05,35.91,22,64,73,24.47,39.53,Rice,Urea
Silt,6.8,30.31,155,56,81,10.27,31.35,Maize,Urea
Clay,7.83,50.9,67,36,55,34.74,68.5,Wheat,DAP
Silt,5.25,19.1,133,27,87,28.58,66.18,Tomato,DAP
Loamy,7.64,12.81,115,60,60,11.15,74.06,Cotton,MOP
Clay,6.88,57.39,76,69,101,19.14,67.09,Cotton,DAP
Silt,8.07,10.19,104,66,108,31.67,56.52,Sugarcane,Zinc Sulphate
Clay,5.19,58.84,109,76,80,11.77,58.72,Sugarcane,Compost
Clay,6.18,46.44,138,11,15,32.09,43.21,Potato,DAP
Clay,7.83,26.42,97,20,39,25.15,35.02,Tomato,DAP
Sandy,4.58,44.89,47,22,110,33.49,81.65,Sugarcane,Urea
Silt,4.95,50.89,111,49,25,35.66,71.48,Potato,MOP
Sandy,8.46,22.27,104,15,116,33.03,37.38,Rice,DAP
Silt,5.62,48.54,131,21,66,12.34,45.85,Potato,DAP
Loamy,8.4,50.22,137,52,74,23.81,81.79,Sugarcane,Zinc Sulphate
Loamy,5.23,22.47,57,81,115,19.56,87.59,Cotton,Urea
Loamy,5.94,12.1,84,82,70,25.25,77.47,Potato,NPK
Silt,7.51,20.21,45,13,26,38.97,64.2,Tomato,Urea
Clay,7.13,20.03,46,46,72,13.73,82.15,Maize,Urea
Clay,6.82,13.26,41,45,16,35.97,67.61,Wheat,Urea
Sandy,6.62,46.3,120,41,44,39.73,71.96,Sugarcane,NPK
Sandy,7.87,29.0,86,66,78,39.7,79.62,Rice,Zinc Sulphate
Loamy,5.44,54.22,88,21,100,33.9,51.24,Maize,DAP
Sandy,6.27,22.61,101,27,39,23.97,77.07,Tomato,DAP
Silt,5.12,32.66,117,70,53,15.34,42.42,Potato,Compost
Silt,6.88,41.95,34,40,115,28.25,41.66,Cotton,Urea
Sandy,5.5,53.87,145,49,108,28.31,78.68,Rice,Compost
Sandy,5.84,36.23,133,55,89,19.49,63.83,Wheat,SSP
Sandy,6.39,28.68,123,48,15,28.5,54.83,Tomato,MOP
Sandy,4.61,53.35,70,72,89,13.5,61.41,Potato,Compost
Loamy,4.87,25.51,116,64,65,29.02,88.68,Potato,Compost
Loamy,7.24,13.97,71,49,17,36.9,83.65,Potato,MOP
Sandy,6.22,32.25,77,38,93,24.16,60.45,Sugarcane,DAP
Silt,7.96,49.25,88,20,104,32.94,62.83,Wheat,DAP
Loamy,7.28,11.54,142,48,29,29.07,66.85,Wheat,MOP
Silt,4.53,39.29,56,53,82,10.09,77.45,Cotton,Urea
Clay,6.97,39.72,94,29,39,13.66,82.43,Maize,DAP
Silt,4.87,56.43,127,36,71,33.25,38.79,Sugarcane,DAP
Sandy,7.62,24.32,54,47,86,11.21,67.69,Cotton,Urea
Clay,8.47,23.94,58,85,35,38.69,43.63,Maize,Urea
Loamy,6.62,32.02,137,20,75,36.82,67.31,Maize,DAP
Loamy,7.23,27.85,107,45,70,20.87,40.28,Rice,Zinc Sulphate
Clay,5.45,46.82,33,41,114,19.31,78.48,Tomato,Urea
Silt,6.25,42.09,66,71,70,28.39,69.66,Tomato,Compost
Loamy,7.92,47.95,126,25,54,28.35,81.96,Tomato,DAP
Sandy,5.17,51.0,96,51,55,12.67,86.67,Cotton,Compost
Clay,5.56,56.15,121,40,33,16.46,86.04,Cotton,MOP
Sandy,6.28,31.55,36,79,86,29.09,38.71,Maize,Urea
Clay,7.35,59.23,143,22,25,34.02,52.61,Sugarcane,DAP
Loamy,6.0,20.78,143,45,91,15.76,58.99,Rice,Urea
Silt,8.21,45.72,136,84,25,31.06,77.34,Potato,MOP
Clay,4.88,36.7,101,20,75,36.11,30.89,Tomato,DAP
Clay,5.98,50.85,154,57,10,13.53,85.53,Potato,MOP
Sandy,7.34,33.84,74,29,83,23.17,54.43,Potato,DAP
Loamy,5.4,49.2,95,38,34,35.52,67.87,Tomato,DAP
Sandy,7.13,56.51,139,28,23,21.12,88.84,Sugarcane,DAP
Loamy,5.16,46.61,48,15,90,18.08,82.96,Wheat,Urea
Sandy,4.72,48.8,105,65,91,32.37,51.73,Maize,Compost
Clay,4.98,13.36,21,27,16,22.02,59.07,Potato,Urea
Sandy,8.22,20.25,66,85,30,31.19,76.2,Potato,MOP
Silt,6.71,58.72,119,51,102,13.79,74.61,Wheat,SSP
Loamy,7.69,44.66,76,69,100,26.61,72.29,Sugarcane,MOP
Loamy,5.83,38.07,141,65,58,21.38,30.64,Potato,Compost
Clay,6.87,28.35,117,12,13,39.92,41.94,Tomato,DAP
Loamy,6.48,12.22,144,89,21,27.74,43.3,Rice,MOP
Silt,8.28,28.46,157,48,31,30.46,45.04,Maize,MOP
Sandy,7.49,34.95,58,52,113,13.93,35.77,Tomato,Urea
Clay,7.42,20.57,28,37,43,39.76,78.4,Maize,Urea
Silt,4.69,18.66,44,51,35,11.54,50.48,Potato,Urea
Loamy,6.7,35.42,34,18,37,12.13,76.54,Rice,Urea
Loamy,6.37,39.3,132,27,28,12.27,85.89,Potato,DAP
Silt,8.21,22.0,110,30,40,36.12,48.78,Tomato,DAP
Sandy,5.53,39.37,158,35,23,31.86,57.23,Potato,DAP
Sandy,5.58,55.02,27,32,96,39.19,35.25,Cotton,Urea
Clay,6.15,33.66,34,19,90,12.0,47.69,Potato,Urea
Loamy,5.47,52.87,96,53,32,30.75,62.77,Sugarcane,MOP
Silt,5.02,56.36,144,22,90,26.0,40.81,Maize,DAP
Sandy,7.93,14.62,97,62,17,29.17,62.22,Tomato,MOP
Clay,6.73,14.79,66,46,47,25.39,48.77,Maize,Compost
Loamy,7.95,33.8,138,65,19,30.26,89.4,Wheat,MOP
Loamy,7.82,39.41,66,68,39,37.21,52.54,Wheat,MOP
Clay,5.63,31.29,37,21,16,27.62,32.34,Rice,Urea
Clay,6.69,26.32,115,12,11,36.89,58.38,Rice,DAP
Sandy,4.83,42.05,52,23,31,33.46,50.04,Tomato,Urea
Silt,8.16,10.1,148,44,14,35.95,52.2,Potato,MOP
Loamy,6.12,58.4,111,39,76,29.78,52.23,Cotton,DAP
Silt,6.07,21.6,36,80,82,25.56,82.87,Potato,Urea
Loamy,5.71,55.85,65,75,78,12.09,59.9,Maize,NPK
Loamy,6.34,15.45,98,27,65,35.05,45.17,Sugarcane,DAP
Silt,5.51,21.9,114,35,29,17.26,77.55,Cotton,DAP
Clay,6.0,21.74,22,55,102,11.1,56.61,Sugarcane,Urea
Sandy,7.7,59.81,75,21,79,25.57,38.72,Sugarcane,DAP
Loamy,7.84,10.23,159,67,77,28.98,89.91,Potato,Zinc Sulphate
Clay,5.72,41.98,45,66,109,29.85,31.64,Potato,Urea
Loamy,6.38,53.48,79,41,66,30.09,72.55,Maize,MOP
Sandy,8.0,43.61,77,73,30,29.61,80.85,Rice,MOP
Loamy,4.71,28.14,27,83,26,34.25,51.23,Rice,Urea
Sandy,8.06,57.92,45,75,88,33.08,39.44,Rice,Urea
Sandy,5.38,54.68,129,46,36,34.39,56.19,Sugarcane,MOP
Loamy,7.21,31.7,68,23,48,23.81,58.95,Tomato,DAP
Loamy,6.83,38.67,62,19,92,11.88,89.98,Tomato,DAP
Sandy,6.71,58.38,40,74,116,29.19,31.17,Tomato,Urea
Clay,7.94,59.13,118,73,76,16.31,69.35,Potato,Zinc Sulphate
Silt,4.91,32.49,150,50,101,35.79,78.27,Cotton,Compost
Sandy,5.89,52.37,108,30,95,31.65,67.07,Rice,DAP
Loamy,6.65,25.1,40,78,79,32.98,67.8,Potato,Urea
Loamy,7.75,28.59,33,18,104,18.59,82.52,Maize,Urea
Clay,5.37,18.24,155,18,78,28.99,63.91,Tomato,DAP
Silt,7.71,20.46,26,27,22,25.84,82.9,Potato,Urea
Sandy,6.1,42.84,118,78,107,18.05,42.61,Wheat,Compost
Sandy,5.26,35.54,149,71,59,34.37,60.97,Potato,Compost
Silt,7.54,21.56,88,25,19,26.5,32.02,Wheat,DAP
Sandy,4.86,30.15,85,13,65,15.72,78.21,Tomato,DAP
Silt,6.56,28.66,37,30,113,19.16,76.64,Cotton,Urea
Loamy,4.76,59.37,31,53,113,16.81,62.34,Wheat,Urea
Silt,5.93,52.68,127,87,53,19.37,53.75,Wheat,NPK
Sandy,6.9,29.4,79,85,37,15.65,52.21,Wheat,MOP
Silt,6.72,55.7,73,36,94,21.13,42.07,Wheat,DAP
Clay,6.12,27.13,59,43,46,30.82,55.67,Potato,Urea
Loamy,6.22,43.4,23,13,45,38.78,48.23,Tomato,Urea
Loamy,5.41,58.33,40,60,65,16.32,64.66,Wheat,Urea
Silt,6.32,29.51,110,11,101,18.99,77.19,Tomato,DAP
Sandy,8.31,43.99,60,41,86,10.06,71.65,Tomato,Zinc Sulphate
Clay,7.9,24.8,115,11,66,16.76,60.84,Rice,DAP
Loamy,5.08,23.32,55,67,45,22.55,86.92,Sugarcane,Urea
Loamy,4.62,38.71,141,31,10,23.85,41.84,Maize,DAP
Sandy,8.23,58.96,36,28,52,17.99,68.4,Maize,Urea
Sandy,6.61,32.66,110,29,18,14.51,35.28,Maize,DAP
Clay,6.65,56.88,154,27,93,26.89,70.38,Wheat,DAP
Silt,7.62,55.72,137,59,116,22.28,73.52,Cotton,Urea
Sandy,5.76,22.69,121,23,115,22.79,76.96,Tomato,DAP
Silt,6.43,30.09,81,29,90,36.85,69.83,Sugarcane,DAP
Clay,8.37,42.17,137,54,76,26.84,37.36,Maize,Zinc Sulphate
Silt,7.19,35.9,103,56,41,21.65,32.66,Maize,NPK
Loamy,5.11,14.8,76,66,108,17.61,72.86,Rice,Compost
Silt,5.03,59.68,118,40,79,22.86,77.89,Potato,Compost
Clay,5.32,47.63,52,61,67,35.86,31.96,Maize,Urea
Clay,7.57,31.88,45,88,61,38.95,39.0,Sugarcane,Urea
Clay,5.68,40.91,107,55,79,21.32,77.42,Potato,NPK
Silt,4.59,14.38,43,16,98,16.27,88.07,Potato,Urea
Loamy,8.28,34.77,50,58,37,37.44,61.23,Cotton,Urea
Sandy,5.18,56.54,46,32,112,14.33,39.2,Rice,Urea
Loamy,4.54,54.83,68,50,74,18.92,49.28,Sugarcane,Compost
Silt,5.45,26.87,92,13,49,16.12,76.89,Maize,DAP
Silt,5.44,36.57,35,40,89,26.97,62.59,Rice,Urea
Sandy,6.19,44.87,128,56,29,22.26,33.47,Cotton,MOP
Silt,8.18,27.0,153,27,97,18.61,48.51,Sugarcane,DAP
Clay,8.02,13.24,106,83,88,33.04,75.17,Cotton,Zinc Sulphate
Clay,6.33,35.27,130,16,19,29.92,49.55,Cotton,DAP
Clay,6.14,40.08,140,47,85,39.87,55.94,Wheat,Urea
Clay,6.72,10.29,28,54,71,19.36,84.3,Sugarcane,Urea
Clay,5.47,14.78,109,37,46,35.36,89.08,Potato,DAP
Silt,4.71,20.36,32,68,108,19.08,75.43,Maize,Urea
Sandy,8.26,27.4,154,27,69,10.27,44.41,Rice,DAP
Sandy,5.25,37.05,37,18,100,14.53,44.59,Sugarcane,Urea
Clay,5.29,24.69,120,25,86,25.25,48.26,Tomato,DAP
Silt,6.39,23.81,64,71,103,34.3,39.63,Sugarcane,NPK
Loamy,6.47,53.47,51,49,76,11.72,40.73,Rice,Urea
Loamy,4.57,17.25,26,67,61,34.96,45.36,Sugarcane,Urea
Silt,5.09,34.77,39,75,44,31.48,69.59,Sugarcane,Urea
Clay,6.01,57.64,141,78,71,11.04,66.75,Rice,NPK
Sandy,7.23,41.25,129,28,21,13.19,50.45,Sugarcane,DAP
Silt,5.41,45.86,33,87,38,12.27,41.8,Potato,Urea
Loamy,6.19,31.56,28,36,39,30.37,67.44,Rice,Urea
Loamy,6.73,11.0,119,39,31,26.83,37.85,Rice,DAP
Loamy,8.05,42.31,109,54,90,20.77,38.77,Maize,Zinc Sulphate
Clay,5.8,41.6,112,87,62,12.65,53.0,Sugarcane,NPK
Loamy,5.03,15.52,35,40,100,21.79,64.04,Maize,Urea
Silt,6.46,33.11,155,45,31,30.47,73.7,Maize,MOP
Silt,7.49,55.77,98,48,69,12.8,71.22,Tomato,NPK
Loamy,4.94,20.25,133,59,58,35.7,52.71,Maize,Compost
Silt,6.2,33.05,157,47,58,11.89,69.28,Wheat,DAP
Loamy,4.57,33.06,43,20,16,28.25,42.68,Cotton,Urea
Loamy,4.63,50.54,155,83,55,15.67,59.62,Potato,Compost
Sandy,6.43,51.23,20,25,20,12.75,66.92,Sugarcane,Urea
Clay,5.69,47.96,93,60,25,20.65,74.66,Maize,MOP
Clay,7.88,28.27,130,84,63,30.01,34.78,Potato,Zinc Sulphate
Sandy,6.91,13.6,121,48,66,13.63,36.07,Wheat,MOP
Sandy,6.32,27.47,50,32,45,24.27,34.43,Wheat,Urea
Clay,6.13,43.99,96,74,60,22.18,62.79,Sugarcane,Urea
Loamy,6.49,45.14,81,58,31,22.82,64.2,Sugarcane,MOP
Loamy,4.66,58.25,54,70,113,38.3,30.66,Cotton,Urea
Clay,8.07,32.68,41,63,46,20.47,69.4,Cotton,Urea
Loamy,8.49,41.62,154,22,12,39.75,75.8,Wheat,DAP
Sandy,5.23,36.96,153,81,44,26.15,37.0,Rice,Compost
Loamy,4.98,17.53,31,33,47,35.27,50.24,Maize,Urea
Loamy,5.07,33.06,150,58,115,20.47,81.0,Sugarcane,Compost
Silt,7.14,37.24,119,46,64,12.54,71.23,Tomato,NPK
Silt,7.15,57.54,62,35,50,12.53,48.28,Sugarcane,DAP
Silt,7.89,28.33,93,51,47,27.22,74.53,Cotton,Zinc Sulphate
Loamy,7.51,59.0,27,12,97,37.9,83.24,Maize,Urea
Clay,6.3,37.12,42,70,43,12.14,48.56,Sugarcane,Urea
Sandy,6.95,22.12,62,52,108,30.67,71.06,Cotton,NPK
Loamy,7.25,19.58,43,82,20,26.9,35.61,Rice,Urea
Clay,6.55,17.08,150,74,88,29.57,33.52,Maize,MOP
Loamy,6.4,32.65,106,27,23,16.47,65.18,Maize,DAP
Sandy,7.08,11.1,159,76,118,12.12,59.55,Cotton,Compost
Loamy,6.73,32.25,65,23,90,12.24,78.61,Tomato,DAP
Sandy,7.08,59.42,130,73,30,17.4,76.82,Cotton,MOP
Loamy,6.95,43.51,65,41,37,16.41,47.2,Wheat,MOP
Sandy,7.38,47.99,101,77,116,13.79,60.74,Sugarcane,MOP
Loamy,7.07,15.95,77,69,111,17.94,75.35,Rice,Urea
Sandy,6.58,33.66,104,30,95,26.02,46.26,Cotton,DAP
Silt,7.23,24.31,44,36,69,38.49,51.72,Wheat,Urea
Loamy,6.3,54.7,121,14,43,37.67,33.59,Sugarcane,DAP
Loamy,5.47,19.06,93,76,74,18.15,37.83,Maize,Compost
Clay,4.51,32.94,63,50,96,11.99,66.61,Maize,Compost
Clay,6.74,39.4,156,11,105,39.87,59.81,Wheat,DAP
Sandy,6.86,35.7,111,52,13,24.29,40.12,Rice,MOP
Loamy,8.39,51.51,101,10,114,39.35,30.44,Sugarcane,DAP
Sandy,5.95,21.57,158,32,116,26.13,40.14,Wheat,DAP
Silt,6.08,28.87,121,72,65,36.59,74.98,Maize,SSP
Clay,5.31,49.6,85,57,79,23.42,35.62,Cotton,Compost
Sandy,4.78,36.4,41,34,89,28.66,54.15,Maize,Urea
Sandy,7.59,30.11,106,76,19,26.07,44.33,Rice,MOP
Clay,5.5,11.47,128,86,44,16.6,62.96,Maize,MOP
Loamy,6.94,47.67,109,56,97,32.91,60.69,Rice,DAP
Sandy,7.25,58.61,60,65,19,11.64,88.98,Maize,MOP
Clay,6.38,41.01,142,68,85,20.87,76.37,Maize,Urea
Loamy,8.01,52.83,131,25,72,36.1,86.3,Rice,DAP
Silt,6.28,35.84,112,56,106,25.08,64.68,Rice,DAP
Clay,5.64,21.58,102,63,100,12.33,74.27,Tomato,MOP
Sandy,8.08,10.72,67,56,34,16.23,83.7,Rice,MOP
Silt,7.95,42.67,46,61,83,13.29,32.46,Maize,Urea
Loamy,5.16,34.66,113,27,98,18.33,84.93,Rice,DAP
Loamy,4.6,49.1,111,55,41,14.96,42.71,Potato,Compost
Clay,4.86,44.73,75,35,115,31.36,72.3,Sugarcane,DAP
Clay,5.65,59.4,154,27,65,29.78,76.4,Tomato,DAP
Clay,8.39,35.52,89,58,35,14.05,36.56,Cotton,MOP
Loamy,6.73,31.36,40,74,77,23.35,87.19,Tomato,Urea
Silt,5.99,24.34,66,16,82,18.88,85.59,Tomato,DAP
Loamy,8.05,33.84,79,39,36,20.12,69.27,Wheat,DAP
Sandy,6.31,53.64,131,34,82,27.28,39.32,Maize,DAP
Loamy,5.76,12.12,109,34,117,36.96,63.96,Rice,DAP
Sandy,8.26,58.9,36,36,99,36.92,50.65,Rice,Urea
Silt,7.9,59.67,45,44,20,22.39,85.85,Tomato,Urea
Clay,7.87,39.89,25,39,62,21.8,54.4,Sugarcane,Urea
Clay,6.55,26.58,29,23,111,25.54,71.62,Maize,Urea
Loamy,7.66,21.15,100,44,41,24.22,68.22,Wheat,MOP
Clay,5.22,23.82,150,43,68,11.85,46.26,Maize,Compost
Silt,6.79,12.51,78,24,39,27.36,62.13,Potato,DAP
Clay,8.44,33.76,131,16,112,27.54,54.6,Cotton,DAP
Loamy,5.66,12.87,99,22,18,23.51,52.48,Maize,DAP
Silt,7.68,45.92,67,49,20,22.42,81.84,Wheat,MOP
Sandy,6.46,28.6,110,69,96,38.17,38.39,Cotton,NPK
Loamy,4.66,19.97,152,43,26,28.02,54.62,Potato,MOP
Sandy,7.55,37.24,95,22,105,34.49,30.41,Cotton,DAP
Silt,5.17,58.69,104,13,20,38.62,45.71,Wheat,DAP
Loamy,7.03,44.76,26,22,66,34.3,67.3,Sugarcane,Urea
Loamy,4.84,34.59,28,57,95,38.29,35.25,Rice,Urea
Silt,8.29,48.85,108,22,59,32.78,46.27,Sugarcane,DAP
Clay,5.67,46.87,56,42,105,15.1,82.81,Cotton,Urea
Loamy,5.41,54.59,154,32,82,16.81,71.51,Wheat,DAP
Loamy,5.02,20.23,36,76,90,15.82,34.22,Sugarcane,Urea
Sandy,8.28,52.94,138,41,62,19.66,89.54,Sugarcane,Zinc Sulphate
Clay,7.35,25.05,60,64,98,20.65,86.71,Rice,Urea
Sandy,7.47,57.05,83,12,89,34.34,38.5,Sugarcane,DAP
Sandy,6.5,24.05,102,21,119,20.83,85.31,Maize,DAP
Clay,6.4,56.34,76,65,106,31.82,63.0,Potato,SSP
Clay,4.94,58.19,64,77,75,37.11,85.76,Tomato,Compost
Silt,6.74,17.27,92,42,52,13.44,88.08,Wheat,Urea
Clay,5.49,58.72,128,41,48,10.01,71.61,Tomato,Compost
Loamy,8.41,14.29,129,26,51,36.66,47.48,Sugarcane,DAP
Clay,7.69,20.93,155,61,85,17.15,85.48,Rice,NPK
Silt,6.15,32.21,129,82,116,14.6,64.41,Cotton,MOP
Silt,5.11,59.68,128,14,43,18.86,50.49,Maize,DAP
Silt,7.64,34.43,110,30,34,15.58,57.6,Maize,DAP
Clay,4.99,37.52,106,12,87,33.81,54.37,Rice,DAP
Clay,5.26,44.72,157,76,18,29.04,86.12,Cotton,MOP
Sandy,5.35,58.41,63,46,103,15.02,79.19,Sugarcane,Compost
Sandy,6.73,49.17,67,44,21,27.51,31.88,Maize,MOP
Loamy,7.65,21.21,90,42,19,16.24,30.59,Wheat,MOP
Sandy,5.76,25.15,21,63,97,15.93,34.16,Maize,Urea
Loamy,4.84,14.88,99,12,43,27.86,66.62,Maize,DAP
Silt,6.36,42.22,137,57,85,29.94,78.87,Maize,Zinc Sulphate
Sandy,7.49,19.04,25,27,35,20.39,60.9,Maize,Urea
Clay,5.39,22.87,99,12,105,32.9,62.08,Tomato,DAP
Sandy,5.38,54.41,108,14,44,35.12,44.43,Cotton,DAP
Loamy,8.29,26.34,64,18,86,37.49,57.56,Rice,DAP
Sandy,8.32,38.33,29,85,92,28.78,45.41,Maize,Urea
Silt,8.46,29.88,156,25,65,16.6,46.44,Sugarcane,DAP
Clay,7.73,13.7,51,82,86,32.45,53.47,Rice,Urea
Loamy,5.25,28.14,21,59,65,13.24,32.85,Maize,Urea
Clay,5.35,30.4,40,66,95,15.44,87.3,Maize,Urea
Clay,5.86,54.79,150,66,57,34.98,84.86,Tomato,Urea
Loamy,5.77,26.22,112,26,32,37.32,77.78,Potato,DAP
Clay,8.33,28.96,140,74,74,12.0,64.11,Wheat,Zinc Sulphate
Clay,7.66,49.14,42,66,17,19.36,78.78,Cotton,Urea
Sandy,7.4,47.95,55,72,118,28.88,88.45,Rice,Urea
Clay,5.24,49.91,33,76,112,38.16,47.02,Maize,Urea
Clay,8.14,57.69,34,14,107,27.12,51.86,Rice,Urea
Clay,7.81,49.78,54,31,22,34.63,73.74,Tomato,Urea
Clay,5.15,30.38,139,10,117,37.68,68.57,Tomato,DAP
Loamy,7.98,51.08,41,56,58,25.57,79.49,Cotton,Urea
Silt,5.59,35.43,55,58,114,32.21,50.82,Tomato,Urea
Sandy,4.82,23.89,34,13,19,29.87,48.63,Rice,Urea
Clay,7.13,25.15,140,31,12,30.14,65.13,Wheat,DAP
Clay,7.12,21.19,115,64,37,25.51,38.75,Rice,MOP
Loamy,4.88,17.25,119,41,36,28.7,32.37,Rice,MOP
Silt,5.78,19.22,108,75,94,26.63,44.65,Wheat,Compost
Clay,8.47,13.16,93,78,20,29.13,39.5,Cotton,MOP
Loamy,7.21,54.42,45,80,97,25.16,30.4,Tomato,Urea
Sandy,7.42,56.55,49,17,21,16.67,76.68,Sugarcane,Urea
Sandy,5.35,39.34,141,45,16,30.81,62.59,Cotton,MOP
Clay,4.82,52.02,122,21,51,21.52,70.14,Maize,DAP
Clay,5.61,19.18,159,37,105,13.83,39.78,Maize,DAP
Silt,5.5,55.08,50,11,19,35.54,45.4,Wheat,Urea
Silt,5.44,35.32,128,87,70,15.44,33.61,Rice,Compost
Clay,5.27,13.36,130,28,73,26.22,89.85,Wheat,DAP
Loamy,6.8,17.07,130,58,37,31.63,36.19,Rice,MOP
Silt,5.81,25.45,101,46,35,29.43,35.42,Potato,MOP
Clay,7.78,12.18,21,61,102,14.83,66.85,Maize,Urea
Silt,5.24,25.46,97,69,100,15.82,49.91,Potato,Compost
Clay,6.36,13.0,53,51,61,14.47,83.25,Maize,Urea
Sandy,4.55,21.8,79,16,83,12.18,79.89,Rice,DAP
Clay,6.43,23.28,53,51,13,18.5,82.09,Sugarcane,Urea
Sandy,4.72,59.72,146,66,115,25.72,74.11,Potato,Compost
Silt,8.41,21.78,38,25,31,15.19,37.91,Potato,Urea
Clay,7.66,21.96,71,34,19,39.13,33.82,Tomato,DAP
Silt,6.46,44.34,63,47,13,30.96,33.88,Sugarcane,MOP
Sandy,4.85,52.97,105,53,16,27.5,78.11,Maize,MOP
Clay,6.87,29.35,57,47,72,30.44,69.43,Cotton,Urea
Silt,7.54,53.78,111,54,96,23.08,88.86,Wheat,MOP
Sandy,5.26,27.01,32,39,76,24.1,68.61,Wheat,Urea
Silt,6.77,19.85,112,25,97,36.66,44.96,Cotton,DAP
Loamy,7.76,26.48,61,13,110,31.66,35.37,Wheat,DAP
Sandy,7.57,40.47,115,44,39,27.65,51.94,Potato,MOP
Sandy,7.71,28.36,67,70,114,38.51,41.98,Rice,Urea
Sandy,8.02,43.64,65,14,85,29.88,67.7,Tomato,DAP
Clay,8.25,21.85,133,87,30,21.96,35.76,Rice,MOP
Clay,6.12,45.05,97,50,57,11.42,76.35,Sugarcane,MOP
Clay,6.78,27.37,76,50,116,21.72,71.79,Rice,NPK
Loamy,7.66,32.79,71,37,26,37.74,74.18,Cotton,DAP
Loamy,7.29,37.89,41,19,76,11.34,87.93,Potato,Urea
Sandy,8.48,44.31,36,61,88,15.54,69.03,Wheat,Urea
Loamy,4.55,21.94,116,41,109,34.26,77.31,Tomato,Compost
Silt,5.92,51.8,121,85,105,20.95,35.12,Rice,SSP
Sandy,5.62,46.09,45,54,18,15.58,86.59,Wheat,Urea
Sandy,5.55,21.7,90,25,49,34.47,43.11,Rice,DAP
Silt,5.39,58.75,60,73,95,26.75,59.58,Sugarcane,Compost
Sandy,7.34,43.24,69,44,109,26.45,87.43,Sugarcane,DAP
Loamy,4.84,32.62,47,89,105,18.81,40.76,Potato,Urea
Clay,7.47,17.88,93,26,68,30.25,32.13,Rice,DAP
Silt,7.27,36.66,147,51,78,35.85,47.82,Tomato,DAP
Loamy,5.5,18.24,85,31,50,32.51,39.38,Wheat,DAP
Silt,5.51,31.47,133,59,77,28.37,70.08,Maize,NPK
Silt,7.02,30.44,32,30,57,20.52,46.7,Wheat,Urea
Sandy,7.55,46.0,20,55,70,35.64,33.77,Sugarcane,Urea
Sandy,8.01,19.62,108,66,14,26.98,83.58,Sugarcane,MOP
Loamy,7.91,51.09,29,14,16,36.69,32.97,Sugarcane,Urea
Silt,8.36,26.31,146,61,84,17.63,46.28,Wheat,Zinc Sulphate
Sandy,6.83,32.2,73,40,112,29.63,44.42,Tomato,Urea
Sandy,8.13,48.62,90,42,15,38.06,31.41,Maize,MOP
Silt,7.73,41.27,69,56,38,21.22,39.91,Sugarcane,MOP
Loamy,8.08,25.4,78,12,60,38.54,78.89,Maize,DAP
Loamy,4.55,29.31,25,62,90,21.77,32.25,Tomato,Urea
Silt,8.36,25.29,128,65,37,23.13,31.39,Tomato,MOP
Loamy,6.39,39.74,51,27,66,34.19,68.04,Rice,Urea
Sandy,7.69,26.63,72,37,72,17.82,35.34,Wheat,DAP
Silt,5.01,46.28,127,24,47,31.18,52.29,Sugarcane,DAP
Sandy,6.08,38.99,88,59,92,18.95,30.13,Rice,Urea
Clay,5.59,17.29,102,42,58,27.81,51.74,Cotton,Urea
Clay,5.67,25.51,21,37,117,33.28,49.08,Maize,Urea
Loamy,4.99,21.07,62,55,21,10.78,66.76,Sugarcane,MOP
